id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,umpire1,umpire2,id,Innings 1,Innings 2,year,month
335982,Bangalore,18,BB McCullum,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,140.0,N,Asad Rauf,RE Koertzen,335982,"{'basic_info': {'Batting team': 'Kolkata Knight Riders', 'Total Runs hit': 222, 'Fours': 15, 'Sixes': 14}, 'batsman_details': {'RT Ponting': {'balls played': 20, 'runs scored': 20, '4s': 1, '6s': 1}, 'BB McCullum': {'balls played': 77, 'runs scored': 158, '4s': 10, '6s': 13}, 'DJ Hussey': {'balls played': 12, 'runs scored': 12, '4s': 1, '6s': 0}, 'Mohammad Hafeez': {'balls played': 3, 'runs scored': 5, '4s': 1, '6s': 0}, 'SC Ganguly': {'balls played': 12, 'runs scored': 10, '4s': 2, '6s': 0}}, 'over_details': {6: {'Bowler': 'AA Noffke', 'Wickets taken': 0, 'Runs Given': 7}, 7: {'Bowler': 'Z Khan', 'Wickets taken': 0, 'Runs Given': 5}, 8: {'Bowler': 'JH Kallis', 'Wickets taken': 0, 'Runs Given': 4}, 9: {'Bowler': 'SB Joshi', 'Wickets taken': 0, 'Runs Given': 10}, 10: {'Bowler': 'JH Kallis', 'Wickets taken': 0, 'Runs Given': 15}, 11: {'Bowler': 'SB Joshi', 'Wickets taken': 0, 'Runs Given': 10}, 12: {'Bowler': 'JH Kallis', 'Wickets taken': 1, 'Runs Given': 12}, 13: {'Bowler': 'SB Joshi', 'Wickets taken': 0, 'Runs Given': 6}, 14: {'Bowler': 'CL White', 'Wickets taken': 0, 'Runs Given': 24}, 15: {'Bowler': 'AA Noffke', 'Wickets taken': 0, 'Runs Given': 4}, 16: {'Bowler': 'Z Khan', 'Wickets taken': 0, 'Runs Given': 14}, 17: {'Bowler': 'AA Noffke', 'Wickets taken': 1, 'Runs Given': 7}, 18: {'Bowler': 'JH Kallis', 'Wickets taken': 0, 'Runs Given': 21}, 19: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 22}, 0: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 3}, 1: {'Bowler': 'Z Khan', 'Wickets taken': 0, 'Runs Given': 18}, 2: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 6}, 3: {'Bowler': 'AA Noffke', 'Wickets taken': 0, 'Runs Given': 23}, 4: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 10}, 5: {'Bowler': 'Z Khan', 'Wickets taken': 1, 'Runs Given': 1}}}","{'basic_info': {'Batting team': 'Royal Challengers Bangalore', 'Total Runs hit': 82, 'Fours': 3, 'Sixes': 3}, 'batsman_details': {'CL White': {'balls played': 10, 'runs scored': 6, '4s': 0, '6s': 0}, 'MV Boucher': {'balls played': 11, 'runs scored': 7, '4s': 1, '6s': 0}, 'B Akhil': {'balls played': 2, 'runs scored': 0, '4s': 0, '6s': 0}, 'AA Noffke': {'balls played': 12, 'runs scored': 9, '4s': 1, '6s': 0}, 'P Kumar': {'balls played': 17, 'runs scored': 18, '4s': 1, '6s': 2}, 'Z Khan': {'balls played': 8, 'runs scored': 3, '4s': 0, '6s': 0}, 'SB Joshi': {'balls played': 8, 'runs scored': 3, '4s': 0, '6s': 0}, 'W Jaffer': {'balls played': 18, 'runs scored': 6, '4s': 0, '6s': 0}, 'JH Kallis': {'balls played': 7, 'runs scored': 8, '4s': 0, '6s': 1}, 'R Dravid': {'balls played': 3, 'runs scored': 2, '4s': 0, '6s': 0}, 'V Kohli': {'balls played': 5, 'runs scored': 1, '4s': 0, '6s': 0}}, 'over_details': {6: {'Bowler': 'AB Agarkar', 'Wickets taken': 0, 'Runs Given': 7}, 7: {'Bowler': 'SC Ganguly', 'Wickets taken': 1, 'Runs Given': 5}, 8: {'Bowler': 'AB Agarkar', 'Wickets taken': 2, 'Runs Given': 5}, 9: {'Bowler': 'SC Ganguly', 'Wickets taken': 0, 'Runs Given': 8}, 10: {'Bowler': 'AB Agarkar', 'Wickets taken': 0, 'Runs Given': 5}, 11: {'Bowler': 'SC Ganguly', 'Wickets taken': 1, 'Runs Given': 3}, 12: {'Bowler': 'LR Shukla', 'Wickets taken': 0, 'Runs Given': 11}, 13: {'Bowler': 'SC Ganguly', 'Wickets taken': 1, 'Runs Given': 7}, 14: {'Bowler': 'I Sharma', 'Wickets taken': 0, 'Runs Given': 4}, 15: {'Bowler': 'LR Shukla', 'Wickets taken': 1, 'Runs Given': 1}, 3: {'Bowler': 'I Sharma', 'Wickets taken': 0, 'Runs Given': 4}, 4: {'Bowler': 'AB Agarkar', 'Wickets taken': 1, 'Runs Given': 8}, 5: {'Bowler': 'AB Dinda', 'Wickets taken': 1, 'Runs Given': 2}, 0: {'Bowler': 'AB Dinda', 'Wickets taken': 0, 'Runs Given': 4}, 1: {'Bowler': 'I Sharma', 'Wickets taken': 1, 'Runs Given': 5}, 2: {'Bowler': 'AB Dinda', 'Wickets taken': 1, 'Runs Given': 3}}}",2008,4
335983,Chandigarh,19,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,N,MR Benson,SL Shastri,335983,"{'basic_info': {'Batting team': 'Chennai Super Kings', 'Total Runs hit': 240, 'Fours': 20, 'Sixes': 16}, 'batsman_details': {'MEK Hussey': {'balls played': 54, 'runs scored': 116, '4s': 8, '6s': 9}, 'SK Raina': {'balls played': 14, 'runs scored': 32, '4s': 2, '6s': 3}, 'JDP Oram': {'balls played': 11, 'runs scored': 13, '4s': 0, '6s': 1}, 'S Badrinath': {'balls played': 14, 'runs scored': 31, '4s': 3, '6s': 2}, 'PA Patel': {'balls played': 11, 'runs scored': 15, '4s': 3, '6s': 0}, 'ML Hayden': {'balls played': 17, 'runs scored': 25, '4s': 4, '6s': 1}, 'MS Dhoni': {'balls played': 3, 'runs scored': 2, '4s': 0, '6s': 0}}, 'over_details': {19: {'Bowler': 'JR Hopes', 'Wickets taken': 0, 'Runs Given': 25}, 9: {'Bowler': 'K Goel', 'Wickets taken': 0, 'Runs Given': 5}, 10: {'Bowler': 'PP Chawla', 'Wickets taken': 0, 'Runs Given': 19}, 11: {'Bowler': 'K Goel', 'Wickets taken': 0, 'Runs Given': 20}, 12: {'Bowler': 'WA Mota', 'Wickets taken': 1, 'Runs Given': 6}, 13: {'Bowler': 'JR Hopes', 'Wickets taken': 0, 'Runs Given': 10}, 14: {'Bowler': 'WA Mota', 'Wickets taken': 0, 'Runs Given': 18}, 15: {'Bowler': 'IK Pathan', 'Wickets taken': 1, 'Runs Given': 8}, 16: {'Bowler': 'S Sreesanth', 'Wickets taken': 0, 'Runs Given': 14}, 17: {'Bowler': 'IK Pathan', 'Wickets taken': 0, 'Runs Given': 17}, 18: {'Bowler': 'B Lee', 'Wickets taken': 0, 'Runs Given': 15}, 0: {'Bowler': 'B Lee', 'Wickets taken': 0, 'Runs Given': 5}, 1: {'Bowler': 'S Sreesanth', 'Wickets taken': 0, 'Runs Given': 15}, 2: {'Bowler': 'B Lee', 'Wickets taken': 1, 'Runs Given': 7}, 3: {'Bowler': 'S Sreesanth', 'Wickets taken': 0, 'Runs Given': 6}, 4: {'Bowler': 'B Lee', 'Wickets taken': 0, 'Runs Given': 9}, 5: {'Bowler': 'JR Hopes', 'Wickets taken': 0, 'Runs Given': 11}, 6: {'Bowler': 'IK Pathan', 'Wickets taken': 1, 'Runs Given': 9}, 7: {'Bowler': 'JR Hopes', 'Wickets taken': 1, 'Runs Given': 8}, 8: {'Bowler': 'IK Pathan', 'Wickets taken': 0, 'Runs Given': 13}}}","{'basic_info': {'Batting team': 'Kings XI Punjab', 'Total Runs hit': 207, 'Fours': 18, 'Sixes': 9}, 'batsman_details': {'K Goel': {'balls played': 20, 'runs scored': 24, '4s': 2, '6s': 1}, 'JR Hopes': {'balls played': 34, 'runs scored': 71, '4s': 10, '6s': 3}, 'KC Sangakkara': {'balls played': 35, 'runs scored': 54, '4s': 5, '6s': 2}, 'Yuvraj Singh': {'balls played': 13, 'runs scored': 23, '4s': 1, '6s': 2}, 'SM Katich': {'balls played': 17, 'runs scored': 21, '4s': 0, '6s': 1}, 'IK Pathan': {'balls played': 5, 'runs scored': 3, '4s': 0, '6s': 0}}, 'over_details': {0: {'Bowler': 'JDP Oram', 'Wickets taken': 0, 'Runs Given': 9}, 1: {'Bowler': 'MS Gony', 'Wickets taken': 0, 'Runs Given': 7}, 2: {'Bowler': 'JDP Oram', 'Wickets taken': 0, 'Runs Given': 11}, 9: {'Bowler': 'M Muralitharan', 'Wickets taken': 0, 'Runs Given': 13}, 10: {'Bowler': 'P Amarnath', 'Wickets taken': 1, 'Runs Given': 5}, 11: {'Bowler': 'Joginder Sharma', 'Wickets taken': 0, 'Runs Given': 12}, 12: {'Bowler': 'P Amarnath', 'Wickets taken': 0, 'Runs Given': 14}, 13: {'Bowler': 'M Muralitharan', 'Wickets taken': 0, 'Runs Given': 11}, 14: {'Bowler': 'Joginder Sharma', 'Wickets taken': 1, 'Runs Given': 13}, 15: {'Bowler': 'P Amarnath', 'Wickets taken': 0, 'Runs Given': 11}, 16: {'Bowler': 'MS Gony', 'Wickets taken': 0, 'Runs Given': 10}, 17: {'Bowler': 'M Muralitharan', 'Wickets taken': 1, 'Runs Given': 5}, 18: {'Bowler': 'JDP Oram', 'Wickets taken': 0, 'Runs Given': 7}, 19: {'Bowler': 'Joginder Sharma', 'Wickets taken': 0, 'Runs Given': 9}, 6: {'Bowler': 'M Muralitharan', 'Wickets taken': 0, 'Runs Given': 6}, 7: {'Bowler': 'P Amarnath', 'Wickets taken': 0, 'Runs Given': 15}, 8: {'Bowler': 'Joginder Sharma', 'Wickets taken': 0, 'Runs Given': 13}, 3: {'Bowler': 'MS Gony', 'Wickets taken': 0, 'Runs Given': 10}, 4: {'Bowler': 'JDP Oram', 'Wickets taken': 0, 'Runs Given': 10}, 5: {'Bowler': 'MS Gony', 'Wickets taken': 1, 'Runs Given': 16}}}",2008,4
335984,Delhi,19,MF Maharoof,Feroz Shah Kotla,0,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Delhi Daredevils,wickets,9.0,N,Aleem Dar,GA Pratapkumar,335984,"{'basic_info': {'Batting team': 'Rajasthan Royals', 'Total Runs hit': 129, 'Fours': 14, 'Sixes': 3}, 'batsman_details': {'T Kohli': {'balls played': 13, 'runs scored': 7, '4s': 0, '6s': 1}, 'YK Pathan': {'balls played': 5, 'runs scored': 10, '4s': 2, '6s': 0}, 'SK Warne': {'balls played': 13, 'runs scored': 14, '4s': 2, '6s': 0}, 'D Salunkhe': {'balls played': 20, 'runs scored': 26, '4s': 4, '6s': 0}, 'SK Trivedi': {'balls played': 7, 'runs scored': 3, '4s': 0, '6s': 0}, 'SR Watson': {'balls played': 15, 'runs scored': 21, '4s': 4, '6s': 0}, 'M Kaif': {'balls played': 19, 'runs scored': 9, '4s': 0, '6s': 0}, 'DS Lehmann': {'balls played': 2, 'runs scored': 1, '4s': 0, '6s': 0}, 'RA Jadeja': {'balls played': 24, 'runs scored': 29, '4s': 2, '6s': 2}, 'M Rawat': {'balls played': 4, 'runs scored': 2, '4s': 0, '6s': 0}}, 'over_details': {0: {'Bowler': 'GD McGrath', 'Wickets taken': 0, 'Runs Given': 7}, 1: {'Bowler': 'B Geeves', 'Wickets taken': 0, 'Runs Given': 10}, 15: {'Bowler': 'B Geeves', 'Wickets taken': 0, 'Runs Given': 10}, 16: {'Bowler': 'DL Vettori', 'Wickets taken': 0, 'Runs Given': 4}, 17: {'Bowler': 'MF Maharoof', 'Wickets taken': 1, 'Runs Given': 1}, 18: {'Bowler': 'DL Vettori', 'Wickets taken': 0, 'Runs Given': 10}, 19: {'Bowler': 'GD McGrath', 'Wickets taken': 0, 'Runs Given': 8}, 2: {'Bowler': 'GD McGrath', 'Wickets taken': 1, 'Runs Given': 0}, 3: {'Bowler': 'B Geeves', 'Wickets taken': 1, 'Runs Given': 14}, 4: {'Bowler': 'GD McGrath', 'Wickets taken': 0, 'Runs Given': 6}, 5: {'Bowler': 'MF Maharoof', 'Wickets taken': 0, 'Runs Given': 3}, 6: {'Bowler': 'R Bhatia', 'Wickets taken': 1, 'Runs Given': 4}, 7: {'Bowler': 'MF Maharoof', 'Wickets taken': 1, 'Runs Given': 4}, 8: {'Bowler': 'R Bhatia', 'Wickets taken': 0, 'Runs Given': 3}, 9: {'Bowler': 'MF Maharoof', 'Wickets taken': 0, 'Runs Given': 6}, 10: {'Bowler': 'R Bhatia', 'Wickets taken': 1, 'Runs Given': 2}, 11: {'Bowler': 'DL Vettori', 'Wickets taken': 0, 'Runs Given': 12}, 12: {'Bowler': 'R Bhatia', 'Wickets taken': 1, 'Runs Given': 9}, 13: {'Bowler': 'B Geeves', 'Wickets taken': 0, 'Runs Given': 7}, 14: {'Bowler': 'DL Vettori', 'Wickets taken': 1, 'Runs Given': 9}}}","{'basic_info': {'Batting team': 'Delhi Daredevils', 'Total Runs hit': 132, 'Fours': 18, 'Sixes': 1}, 'batsman_details': {'S Dhawan': {'balls played': 44, 'runs scored': 52, '4s': 8, '6s': 0}, 'G Gambhir': {'balls played': 49, 'runs scored': 58, '4s': 7, '6s': 1}, 'V Sehwag': {'balls played': 4, 'runs scored': 12, '4s': 3, '6s': 0}}, 'over_details': {8: {'Bowler': 'SK Warne', 'Wickets taken': 0, 'Runs Given': 7}, 9: {'Bowler': 'YK Pathan', 'Wickets taken': 0, 'Runs Given': 8}, 10: {'Bowler': 'SK Warne', 'Wickets taken': 0, 'Runs Given': 9}, 11: {'Bowler': 'YK Pathan', 'Wickets taken': 0, 'Runs Given': 5}, 12: {'Bowler': 'D Salunkhe', 'Wickets taken': 0, 'Runs Given': 11}, 13: {'Bowler': 'SR Watson', 'Wickets taken': 0, 'Runs Given': 4}, 14: {'Bowler': 'SK Trivedi', 'Wickets taken': 0, 'Runs Given': 13}, 15: {'Bowler': 'YK Pathan', 'Wickets taken': 0, 'Runs Given': 4}, 0: {'Bowler': 'MM Patel', 'Wickets taken': 0, 'Runs Given': 8}, 1: {'Bowler': 'SR Watson', 'Wickets taken': 1, 'Runs Given': 13}, 2: {'Bowler': 'MM Patel', 'Wickets taken': 0, 'Runs Given': 5}, 3: {'Bowler': 'SR Watson', 'Wickets taken': 0, 'Runs Given': 10}, 4: {'Bowler': 'MM Patel', 'Wickets taken': 0, 'Runs Given': 12}, 5: {'Bowler': 'SK Trivedi', 'Wickets taken': 0, 'Runs Given': 7}, 6: {'Bowler': 'SR Watson', 'Wickets taken': 0, 'Runs Given': 4}, 7: {'Bowler': 'SK Trivedi', 'Wickets taken': 0, 'Runs Given': 12}}}",2008,4
335985,Mumbai,20,MV Boucher,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,5.0,N,SJ Davis,DJ Harper,335985,"{'basic_info': {'Batting team': 'Mumbai Indians', 'Total Runs hit': 165, 'Fours': 18, 'Sixes': 5}, 'batsman_details': {'L Ronchi': {'balls played': 10, 'runs scored': 8, '4s': 2, '6s': 0}, 'ST Jayasuriya': {'balls played': 17, 'runs scored': 29, '4s': 5, '6s': 1}, 'DJ Thornely': {'balls played': 6, 'runs scored': 0, '4s': 0, '6s': 0}, 'RV Uthappa': {'balls played': 38, 'runs scored': 48, '4s': 5, '6s': 1}, 'PR Shah': {'balls played': 23, 'runs scored': 19, '4s': 2, '6s': 0}, 'AM Nayar': {'balls played': 15, 'runs scored': 20, '4s': 1, '6s': 1}, 'SM Pollock': {'balls played': 12, 'runs scored': 28, '4s': 3, '6s': 2}, 'Harbhajan Singh': {'balls played': 2, 'runs scored': 2, '4s': 0, '6s': 0}}, 'over_details': {0: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 8}, 1: {'Bowler': 'Z Khan', 'Wickets taken': 1, 'Runs Given': 5}, 2: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 6}, 3: {'Bowler': 'Z Khan', 'Wickets taken': 1, 'Runs Given': 3}, 4: {'Bowler': 'JH Kallis', 'Wickets taken': 0, 'Runs Given': 19}, 5: {'Bowler': 'Z Khan', 'Wickets taken': 1, 'Runs Given': 6}, 12: {'Bowler': 'SB Joshi', 'Wickets taken': 0, 'Runs Given': 3}, 13: {'Bowler': 'B Akhil', 'Wickets taken': 1, 'Runs Given': 2}, 14: {'Bowler': 'P Kumar', 'Wickets taken': 0, 'Runs Given': 6}, 15: {'Bowler': 'JH Kallis', 'Wickets taken': 0, 'Runs Given': 13}, 16: {'Bowler': 'B Akhil', 'Wickets taken': 1, 'Runs Given': 11}, 17: {'Bowler': 'R Vinay Kumar', 'Wickets taken': 0, 'Runs Given': 20}, 18: {'Bowler': 'P Kumar', 'Wickets taken': 1, 'Runs Given': 9}, 19: {'Bowler': 'Z Khan', 'Wickets taken': 1, 'Runs Given': 7}, 6: {'Bowler': 'R Vinay Kumar', 'Wickets taken': 0, 'Runs Given': 7}, 7: {'Bowler': 'B Akhil', 'Wickets taken': 0, 'Runs Given': 6}, 8: {'Bowler': 'JH Kallis', 'Wickets taken': 0, 'Runs Given': 12}, 9: {'Bowler': 'R Vinay Kumar', 'Wickets taken': 0, 'Runs Given': 2}, 10: {'Bowler': 'SB Joshi', 'Wickets taken': 0, 'Runs Given': 7}, 11: {'Bowler': 'R Vinay Kumar', 'Wickets taken': 0, 'Runs Given': 13}}}","{'basic_info': {'Batting team': 'Royal Challengers Bangalore', 'Total Runs hit': 166, 'Fours': 15, 'Sixes': 6}, 'batsman_details': {'S Chanderpaul': {'balls played': 12, 'runs scored': 16, '4s': 3, '6s': 0}, 'R Dravid': {'balls played': 33, 'runs scored': 32, '4s': 4, '6s': 0}, 'LRPL Taylor': {'balls played': 13, 'runs scored': 23, '4s': 1, '6s': 2}, 'V Kohli': {'balls played': 15, 'runs scored': 23, '4s': 3, '6s': 1}, 'JH Kallis': {'balls played': 24, 'runs scored': 25, '4s': 0, '6s': 1}, 'MV Boucher': {'balls played': 20, 'runs scored': 39, '4s': 4, '6s': 2}, 'B Akhil': {'balls played': 6, 'runs scored': 3, '4s': 0, '6s': 0}}, 'over_details': {0: {'Bowler': 'A Nehra', 'Wickets taken': 0, 'Runs Given': 10}, 1: {'Bowler': 'SM Pollock', 'Wickets taken': 0, 'Runs Given': 1}, 2: {'Bowler': 'A Nehra', 'Wickets taken': 0, 'Runs Given': 11}, 3: {'Bowler': 'SM Pollock', 'Wickets taken': 0, 'Runs Given': 5}, 4: {'Bowler': 'DS Kulkarni', 'Wickets taken': 1, 'Runs Given': 10}, 5: {'Bowler': 'SM Pollock', 'Wickets taken': 0, 'Runs Given': 3}, 12: {'Bowler': 'AM Nayar', 'Wickets taken': 0, 'Runs Given': 10}, 13: {'Bowler': 'A Nehra', 'Wickets taken': 1, 'Runs Given': 5}, 14: {'Bowler': 'Harbhajan Singh', 'Wickets taken': 0, 'Runs Given': 9}, 15: {'Bowler': 'SM Pollock', 'Wickets taken': 0, 'Runs Given': 8}, 16: {'Bowler': 'ST Jayasuriya', 'Wickets taken': 0, 'Runs Given': 10}, 17: {'Bowler': 'A Nehra', 'Wickets taken': 0, 'Runs Given': 19}, 18: {'Bowler': 'Harbhajan Singh', 'Wickets taken': 1, 'Runs Given': 8}, 19: {'Bowler': 'DS Kulkarni', 'Wickets taken': 0, 'Runs Given': 3}, 6: {'Bowler': 'DS Kulkarni', 'Wickets taken': 0, 'Runs Given': 6}, 7: {'Bowler': 'ST Jayasuriya', 'Wickets taken': 0, 'Runs Given': 8}, 8: {'Bowler': 'Harbhajan Singh', 'Wickets taken': 1, 'Runs Given': 15}, 9: {'Bowler': 'ST Jayasuriya', 'Wickets taken': 1, 'Runs Given': 7}, 10: {'Bowler': 'Harbhajan Singh', 'Wickets taken': 0, 'Runs Given': 4}, 11: {'Bowler': 'ST Jayasuriya', 'Wickets taken': 0, 'Runs Given': 14}}}",2008,4
335986,Kolkata,20,DJ Hussey,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5.0,N,BF Bowden,K Hariharan,335986,"{'basic_info': {'Batting team': 'Deccan Chargers', 'Total Runs hit': 110, 'Fours': 6, 'Sixes': 6}, 'batsman_details': {'AS Yadav': {'balls played': 10, 'runs scored': 10, '4s': 0, '6s': 1}, 'A Symonds': {'balls played': 41, 'runs scored': 32, '4s': 2, '6s': 2}, 'SB Bangar': {'balls played': 10, 'runs scored': 14, '4s': 1, '6s': 1}, 'WPUJC Vaas': {'balls played': 1, 'runs scored': 0, '4s': 0, '6s': 0}, 'RP Singh': {'balls played': 2, 'runs scored': 1, '4s': 0, '6s': 0}, 'AC Gilchrist': {'balls played': 24, 'runs scored': 23, '4s': 1, '6s': 2}, 'Y Venugopal Rao': {'balls played': 14, 'runs scored': 14, '4s': 1, '6s': 0}, 'VVS Laxman': {'balls played': 6, 'runs scored': 0, '4s': 0, '6s': 0}, 'RG Sharma': {'balls played': 3, 'runs scored': 0, '4s': 0, '6s': 0}, 'SB Styris': {'balls played': 7, 'runs scored': 6, '4s': 1, '6s': 0}}, 'over_details': {12: {'Bowler': 'DJ Hussey', 'Wickets taken': 0, 'Runs Given': 3}, 13: {'Bowler': 'Mohammad Hafeez', 'Wickets taken': 0, 'Runs Given': 3}, 14: {'Bowler': 'DJ Hussey', 'Wickets taken': 1, 'Runs Given': 12}, 15: {'Bowler': 'I Sharma', 'Wickets taken': 0, 'Runs Given': 5}, 16: {'Bowler': 'DJ Hussey', 'Wickets taken': 0, 'Runs Given': 20}, 17: {'Bowler': 'AB Agarkar', 'Wickets taken': 2, 'Runs Given': 3}, 18: {'Bowler': 'M Kartik', 'Wickets taken': 2, 'Runs Given': 5}, 0: {'Bowler': 'AB Dinda', 'Wickets taken': 0, 'Runs Given': 9}, 1: {'Bowler': 'I Sharma', 'Wickets taken': 0, 'Runs Given': 5}, 2: {'Bowler': 'AB Dinda', 'Wickets taken': 0, 'Runs Given': 7}, 3: {'Bowler': 'I Sharma', 'Wickets taken': 1, 'Runs Given': 0}, 4: {'Bowler': 'AB Dinda', 'Wickets taken': 1, 'Runs Given': 2}, 5: {'Bowler': 'AB Agarkar', 'Wickets taken': 0, 'Runs Given': 16}, 6: {'Bowler': 'M Kartik', 'Wickets taken': 0, 'Runs Given': 6}, 7: {'Bowler': 'Mohammad Hafeez', 'Wickets taken': 0, 'Runs Given': 2}, 8: {'Bowler': 'M Kartik', 'Wickets taken': 2, 'Runs Given': 1}, 9: {'Bowler': 'Mohammad Hafeez', 'Wickets taken': 0, 'Runs Given': 4}, 10: {'Bowler': 'M Kartik', 'Wickets taken': 0, 'Runs Given': 5}, 11: {'Bowler': 'Mohammad Hafeez', 'Wickets taken': 1, 'Runs Given': 2}}}","{'basic_info': {'Batting team': 'Kolkata Knight Riders', 'Total Runs hit': 112, 'Fours': 5, 'Sixes': 4}, 'batsman_details': {'WP Saha': {'balls played': 17, 'runs scored': 10, '4s': 1, '6s': 0}, 'BB McCullum': {'balls played': 5, 'runs scored': 5, '4s': 1, '6s': 0}, 'SC Ganguly': {'balls played': 35, 'runs scored': 14, '4s': 1, '6s': 0}, 'RT Ponting': {'balls played': 1, 'runs scored': 0, '4s': 0, '6s': 0}, 'DJ Hussey': {'balls played': 45, 'runs scored': 38, '4s': 1, '6s': 3}, 'Mohammad Hafeez': {'balls played': 13, 'runs scored': 13, '4s': 1, '6s': 1}, 'LR Shukla': {'balls played': 6, 'runs scored': 4, '4s': 0, '6s': 0}}, 'over_details': {0: {'Bowler': 'WPUJC Vaas', 'Wickets taken': 0, 'Runs Given': 6}, 1: {'Bowler': 'RP Singh', 'Wickets taken': 1, 'Runs Given': 10}, 2: {'Bowler': 'WPUJC Vaas', 'Wickets taken': 1, 'Runs Given': 2}, 3: {'Bowler': 'RP Singh', 'Wickets taken': 0, 'Runs Given': 3}, 4: {'Bowler': 'WPUJC Vaas', 'Wickets taken': 1, 'Runs Given': 2}, 5: {'Bowler': 'SB Styris', 'Wickets taken': 0, 'Runs Given': 3}, 6: {'Bowler': 'SB Bangar', 'Wickets taken': 0, 'Runs Given': 7}, 12: {'Bowler': 'PP Ojha', 'Wickets taken': 1, 'Runs Given': 4}, 13: {'Bowler': 'A Symonds', 'Wickets taken': 0, 'Runs Given': 9}, 14: {'Bowler': 'PP Ojha', 'Wickets taken': 0, 'Runs Given': 4}, 15: {'Bowler': 'RP Singh', 'Wickets taken': 0, 'Runs Given': 6}, 16: {'Bowler': 'PP Ojha', 'Wickets taken': 1, 'Runs Given': 3}, 17: {'Bowler': 'SB Styris', 'Wickets taken': 0, 'Runs Given': 13}, 18: {'Bowler': 'PP Ojha', 'Wickets taken': 0, 'Runs Given': 9}, 7: {'Bowler': 'SB Styris', 'Wickets taken': 0, 'Runs Given': 1}, 8: {'Bowler': 'SB Bangar', 'Wickets taken': 0, 'Runs Given': 1}, 9: {'Bowler': 'SB Styris', 'Wickets taken': 0, 'Runs Given': 3}, 10: {'Bowler': 'SB Bangar', 'Wickets taken': 0, 'Runs Given': 11}, 11: {'Bowler': 'A Symonds', 'Wickets taken': 0, 'Runs Given': 15}}}",2008,4
